gene;value
TMEM114;2
AL158166.2;6
BTF3L4P1;1
Z98751.1;0
KRTAP25-1;0
USP17L24;0
LINC02805;4
ACTR3P2;0
OR52I1;1
AL096799.1;0
FTH1P1;4
SLC30A6P1;0
IFNWP15;0
MTND1P32;0
HSD17B3-AS1;2
GNG12-AS1;37
ELOBP3;0
AL121902.1;0
SLC6A1-AS1;0
AL133260.2;1
ALDH7A1P2;0
PAICSP7;0
AL031674.1;0
AL589935.1;115
AL691482.1;0
GRHL3-AS1;6
AL357514.1;0
FAM215B;0
LNCPRESS1;0
DFFBP1;6
CLCP1;0
AC012485.2;1
DAOA-AS1;4
AL390856.1;3
AL078590.2;8
PSMC1P13;0
LINC02518;0
MXRA7P1;43
AC093627.1;1
AC105917.1;0
AC084030.1;0
ARL5AP5;0
RPS27AP2;7
AL683842.1;2
AL354864.1;45
AC009313.1;0
RPL4P2;42
AC022540.1;3
AC087163.1;1
Z74021.1;222
AL390728.5;0
YBX1P7;0
AC244250.2;0
SEMA3B-AS1;49
AC026320.1;0
VIPR1-AS1;33
AL603650.1;0
AL050404.1;32
AC104777.1;0
AP000281.2;0
AC069304.1;0
ATP5MGP2;2
AL021391.1;2
VDAC1P9;0
FTLP2;21
PPIAP35;4
BAG1P1;0
MTCYBP3;0
GPR79;0
AC092042.2;0
AC016910.1;2
RPL29P28;0
RPL22P23;0
ZDHHC20P4;5
OR52U1P;0
OR5K1;0
AC010677.1;14
RPS3AP25;20
AC015712.1;17
SKA2P1;1
SMIM26;614
AL583856.1;13
NDUFA5P1;0
RANP2;0
GOT2P7;0
RPL5P6;10
AC090696.1;0
AL138830.2;0
AC004882.1;0
TMPRSS11CP;0
USP17L13;0
RAD17P1;1
LINC00112;0
RPL27P5;1
AL121895.1;17
PPIAP70;2
AC140481.2;0
AC019185.2;0
AC009495.2;0
AL121601.1;26
AL589923.1;0
ELN-AS1;46
BPESC1;1
AC074348.1;0
TTTY19;0
IL9RP2;0
KNOP1P4;0
PRAMEF6;0
USP9YP29;0
RPL21P131;7
RPL31P15;0
AC055876.1;0
GXYLT1P3;0
AJM1;178
AL360013.2;0
RPS26P42;0
RPL18AP7;7
MHENCR;176
AC010745.4;0
EMSLR;897
AC129850.1;0
MTND5P3;0
AL354824.2;0
AL133517.1;0
AC018467.1;0
LINC02777;71
AL138752.1;3
LARS2-AS1;1
AL355994.2;10
SLC16A6P1;0
LINC01450;1
OR4F14P;0
BMPR1AP2;0
AL359265.2;0
Z98949.2;0
AL049765.1;0
H3P31;0
TMA16P2;0
AL136368.1;15
AC119751.1;0
EEF1B2P3;153
NCKAP5-IT1;0
HSFY5P;0
KRT8P52;1
TGFB2-AS1;5
AL357134.1;0
RPL37A-DT;42
DEPDC1P2;0
RASA3-IT1;1
MFAP1P1;3
OSBPL10-AS1;1
SAPCD2P3;3
NPM1P13;0
RPL12P11;1
AL161912.1;0
RPL3P12;11
ADIPOR1P1;0
AL391058.1;13
AP005273.1;0
AC073464.1;1
CYCSP8;0
ST3GAL5-AS1;1
MRPL45P1;1
OR2AH1P;0
AP000233.2;0
AL356968.1;0
AC245060.1;0
CSPG4BP;3
AC074366.1;0
AL353807.2;3
GCSIR;1
ZNF886P;0
AC073323.1;0
SS18L2P1;0
VDAC1P13;1
LINC02802;79
AL109809.1;0
AL031773.1;0
LIF-AS1;48
KMT5AP2;5
AC093673.1;324
OR5H8;0
AL365436.2;1
AC092810.2;0
LINC00945;0
RPL36P19;0
DPYD-IT1;0
IGHD4-11;0
AC253536.3;8
AC027644.1;16
LINC01809;0
SRD5A1P1;2
MTCO1P14;0
CLK2P1;3
RSU1P2;0
AC104088.1;0
PRCPP1;1
AL590609.2;0
KCND3-IT1;0
LINC01549;0
TPMTP3;0
CRB3P1;0
MRTFA-AS1;3
RPL23AP35;0
RPL3P4;1429
AL645638.1;0
AC093311.1;0
MTCO1P27;2
AC079742.1;307
AC234771.3;0
GPR143P;0
OFD1P12Y;0
KIAA1614-AS1;50
EEF1A1P3;16
AL451127.1;0
LINC02642;1
KANTR;143
AC103563.4;0
CST2P1;0
LINC01646;1
AC013727.1;0
AL122034.1;0
AL008707.1;0
TONSL-AS1;103
ANAPC15P2;1
AC245291.3;0
AC010967.2;0
HMGN2P11;1
LINC01412;0
TIMM9P2;1
CCT6P4;0
AL683813.1;45
RPL31P35;1
LINC02576;0
USP9YP9;0
AC026412.2;4
AC017019.1;0
AL355304.1;19
TSPY17P;0
C4BPAP2;0
AC114482.1;0
MRAP-AS1;0
LINC01517;0
RPL23AP31;2
AC099336.1;2
AC021876.1;0
AC092809.2;3
HLA-DQB2;377
PRPS1P2;67
MTND2P23;1
AC079465.1;2
NEFLP1;0
AL360267.1;0
AL390294.1;0
AL354892.2;52
AC008073.2;1
LINC00385;0
AC005297.2;0
LINC01431;21
AL731563.1;0
POLR3KP1;0
AC107214.1;9
LINC01780;0
GOLGA8N;14
FAM136BP;0
LINC01656;0
IDI2-AS1;177
SLC44A3P1;0
CFTR-AS1;0
LDHBP1;1
AL139415.2;2
LARP1BP3;0
PHBP10;3
AC004862.1;0
AC010967.3;0
ZNF687-AS1;69
ACTG1P21;0
AL121830.1;64
ADH5P2;0
LINC00665;4320
SPTLC1P4;0
LINC01705;7
AC002511.1;7
AL592430.1;720
ATP11A-AS1;1
LINC00442;0
RPL12P9;0
LINC01628;0
HSPE1P9;0
AP001596.1;1
AC012370.1;0
ELOCP17;0
AC017006.2;0
BDH2P1;2
RPL21P108;0
AL158050.1;3
NUTM2HP;0
AP1B1P2;0
MARK2P9;3
AC254562.2;8
KIZ-AS1;0
RPS12P3;11
MTND3P8;0
LINC01022;0
AC016831.3;0
TRIM51JP;0
GAPDHP48;0
AC007272.1;0
AC239800.2;0
MROH4P;0
RPS17P7;0
TRIM80P;0
U52111.1;7
YWHAEP1;5
PHB2P1;0
AC211433.1;1209
FAM8A4P;0
AC097717.1;0
ATP5MC1P7;0
ATG4AP1;0
AC007551.1;0
AL353612.1;0
AL607028.1;2
LINC01826;0
RHOQP2;18
ELF2P3;0
USP9YP16;0
LINC02022;0
IGKV1D-35;0
AC135050.1;311
AL162726.4;0
AL139132.1;1
AL645568.2;2
MTCO3P21;0
AL035658.1;61
AC004990.1;39
ETF1P1;0
AC002480.1;4
AC103564.2;1
AL355483.2;1
TRIM60P8Y;0
AL158819.1;0
KIAA1143P2;0
AC016825.1;355
AL356320.1;0
PPP1R26P5;0
MTND4P22;0
DEFB130D;0
AL355916.1;17
BMS1P22;1
MRPL51P2;0
RPL23AP50;0
GAPDHP74;1
FRG2FP;0
TIMM9P3;0
OR7L1P;2
ITGA6-AS1;28
AC053503.2;0
LINC01162;0
OR11I1P;0
FTH1P25;4
DNAJC19P8;1
HNRNPDP1;5
SCAND3P1;0
FAM207CP;0
CR769767.1;0
CRYGFP;0
SLC7A15P;0
SDCBPP3;4
SLCO4A1-AS1;11
NIP7P1;0
AP001610.3;0
AL137186.2;732
TTTY20;0
VDAC1P10;0
TNF;224
AL360270.1;96
LINC01717;0
S100A11P6;0
COL4A2-AS1;1548
DUX4L50;13
AC073188.4;0
RPS2P32;60
AC003986.2;9
TXNP1;0
PRR13P1;2
AL445433.2;1
LINC01189;0
AC231533.1;177
GSTO3P;0
AC110994.1;1
LMLN-AS1;46
AC112492.3;0
AC107057.1;2
LINC01700;0
PET117;29
BRWD1P3;0
KAT7P1;5
SNX18P2;0
TRAPPC2P9;0
SLC25A6P3;0
AL034417.1;4
LINC00363;0
PTGES2-AS1;38
ATP5MFP3;0
CICP4;3
LUZP4P1;0
AF165147.1;1
KATNBL1P2;0
RPL34P27;26
LYRM9;123
SMG7-AS1;72
AL138787.1;12
NUCKS1P1;0
AL355433.1;0
TRBV29-1;5
SEC1P;109
CTAGE3P;0
RPL23AP93;1
AC080129.2;2
HMGN2P35;1
AL353596.1;5
DPYD-AS1;14
GLRX5P2;3
NDUFB4P10;2
RPS10P21;0
PHKA1P1;0
AL451081.2;31
AF127936.1;7
GPC5-AS2;1
AF212831.1;0
AC006466.1;0
RPS11P5;99
AC087499.3;0
AL450344.3;0
RGS5-AS1;0
IQCA1-AS1;15
MRPS31P2;0
AL121999.1;0
AL592463.1;1
AL117329.2;0
CDY9P;0
AL050403.1;0
CYCSP10;7
LINC01166;16
AL162393.1;0
AC092685.1;0
DLGAP4-AS1;1276
HSD17B7P1;0
AL157823.2;1
RAB9AP1;0
RERE-AS1;4
PLCE1-AS2;1
TRAPPC2P4;0
RNF14P1;0
HMGN2P27;2
HSPE1P6;2
AC118469.1;0
LINC01400;0
MTND6P24;0
ELOCP4;0
MRPS16P2;0
AC000078.1;2
USP12PY;0
DDX3P1;1
AC083864.2;0
LINC00342;209
AL157786.1;103
AL359094.2;0
AL157400.2;18
AL589765.2;0
RPL23AP87;0
AL158829.1;1
HCG25;1118
GGCTP2;1
AC092423.1;0
RPL35AP20;9
LINC02543;0
DEFB130A;0
AC002480.2;0
ZNF519P1;0
IPO7P1;2
AL512844.1;9
HSPA8P18;1
LINC00374;0
SNHG15;412
AC027119.1;0
AL356475.1;49
HMGN2P20;0
LINC01737;0
RPS12P18;0
EIF4EP4;0
AP001062.2;6
POLHP1;1
AL591719.2;0
CYP1B1-AS1;113
MTCO1P57;0
TRIM60P10Y;0
LINC00327;2
AL161909.2;0
AC092580.3;0
MTCO1P51;0
MTCO1P45;0
AL160270.2;0
AL355537.1;0
AL139081.1;5
LINC01219;10
AL356010.1;0
MTATP6P7;0
GACAT1;0
AHCYP4;0
AL445183.1;87
RPL7P14;0
RGS5;37
VPS13A-AS1;1
AL133351.2;0
TBC1D26-AS1;0
CICP26;2
AC018742.1;0
MIR3936HG;61
UBTFL11;0
LINC01725;4
NALCN-AS1;23
RPEP4;3
SLC9A3P1;0
HDAC1P2;0
FAM157B;0
TBC1D3P7;1
SLC25A6P1;0
SNHG7;4786
AL121832.1;5
AL732292.1;4
CHORDC1P5;0
AL669841.1;27
NPIPA9;0
CRYZP1;3
MTCO1P5;0
AC006970.1;27
AC244453.2;2
AC243772.2;12
AC125238.1;0
CASK-AS1;175
KRTAP8-2P;0
AC009237.5;0
PTPRN2-AS1;12
MTND5P30;0
FAM204BP;0
PHGR1;0
AL049820.1;0
RPL15P5;7
LINC01677;0
LINC01722;0
DEFB130B;0
AL513304.1;0
AL353621.1;5
ERVH48-1;5
EEF1A1P14;29
LINC00884;136
AC016700.1;5
TTLL7-IT1;0
SAR1AP4;0
AL136307.1;8
PTCHD1-AS;2
AL391422.2;0
AL663074.1;0
ZFY-AS1;0
RPSAP59;2
RPS15AP6;2
GRM3-AS1;1
LINC01271;50
AL355994.3;0
LINC01755;1
LINC01399;1
AL353764.1;1
AC073094.1;0
FTH1P6;0
RPL23AP25;2
BX322234.2;0
LNCARSR;2
RAB6D;10
AC015922.1;1
LINC00892;0
AC099541.1;0
CCDC144NL-AS1;423
AC095030.1;0
HOXB-AS3;86
AL133329.1;0
AC103563.5;0
RPL12P3;0
SUCLA2P2;0
GLCCI1-DT;4
AC013701.1;0
AC093797.1;21
RAB1C;12
AL358075.3;2
FAM90A11P;0
LINC00702;84
UBE2V1P8;0
USP9YP15;0
VN1R20P;4
CTAGE7P;18
LINC01007;0
LINC00456;0
ACTBP12;2
ZNF736P3Y;0
LINC01794;0
AL117351.1;0
RPS15AP14;7
FAM90A3P;0
AC104451.1;0
MTND3P17;0
RPS27P18;0
USP17L11;0
AL023584.1;191
AC244636.2;2
DIRC3-AS1;8
AL512656.1;609
AL589987.2;0
BPIFB5P;0
SYF2P2;0
UBE2E2-AS1;4
LINC01762;1
HMGA1P8;9
HSFY8P;0
Z97055.1;0
RPS24P6;2
RPL31P16;0
MORF4L1P6;0
RPS12P17;4
EEF1A1P26;2
AC138356.2;7
VN1R34P;0
AC008105.1;427
OR7E157P;0
AL161457.2;5
Z82249.1;0
AL138889.1;9
AC093157.1;104
KLF4P1;0
RPL12P29;0
RPS24P13;0
AC006372.2;0
AC005324.1;0
AL096803.2;1
TMEM256P1;0
RNF224;48
LINC02634;0
DHCR24-DT;15
MAPRE1P3;0
WBP1P2;16
RPS3AP1;0
LINC00642;19
GRPEL2P1;0
KCNJ6-AS1;0
AC002511.2;4
LINC01687;0
AL357373.1;0
MROH3P;3
AC008080.3;0
LINC00167;1
AC133785.1;1
AL513523.3;54
AC016876.1;440
SSBL3P1;97
LPCAT2BP;1
CNOT7P1;1
AC079807.1;79
HNRNPA1P49;2
NPIPB7;1
AL592464.2;0
BX119321.1;0
LINC02573;0
LINC00472;93
DEFA9P;0
AL512604.2;1
VKORC1P1;0
PHC2-AS1;6
UBE2E4P;9
MTND6P9;0
AC233728.1;1
AC007743.1;792
CRIP1P1;0
RPL21P134;8
AL355870.1;0
AL390786.1;1
FABP3P2;0
RPSAP63;2
FAM238A;1
AL356134.1;36
CAPZA1P4;0
AC006042.2;0
HMGB1P31;4
AL691449.1;0
SNRPEP4;15
AL590440.1;27
PNPT1P2;0
AMMECR1LP1;0
AC009238.2;1
GPX1;15815
LINC01728;0
RPS26P2;7
MTCYBP10;0
MTND3P10;0
AC009362.1;11
AC092447.5;0
AL157944.1;0
RPL7AP61;0
AL513533.1;2
AL133343.2;7
FAM90A20P;1
TMEM18-DT;176
RASA4DP;14
HIGD1AP4;0
EIF4A1P1;0
OR4C14P;0
XXYLT1-AS1;2
LINC01346;0
TRGV2;0
SRSF3P6;0
OSTN-AS1;9
RPS6P12;14
MTCO1P54;0
HMGA1P5;0
DSCR10;2
RPL31P45;0
PPIAP32;1
LINC02669;18
EEF1A1P34;1
MIPEPP3;47
USP32P2;3
PFN1P1;34
RPS16P3;0
AL078581.2;5
AL122008.3;17
RNFT1P2;0
FAM53B-AS1;0
RPL36AP14;0
AC245056.1;0
UBE2FP3;14
TLR8-AS1;45
AC018878.1;0
AL139120.1;1
AL139393.2;0
ATP6V1G1P4;1
ERP29P1;4
LINC00333;0
AL356124.2;5
AL035660.1;0
RPS7P9;0
LINC00028;4
CHRM3-AS2;5
RPL30P15;0
AL035401.1;0
AC114485.1;0
PDXP-DT;572
AC006019.2;2
AL121956.1;0
ZNF90P2;0
AL133480.1;0
GTF2IP4;806
ACTR1AP1;0
AL137076.1;0
AL117382.2;0
MTND4P20;0
USP9YP34;0
AL139002.1;0
RPS2P48;10
AK4P3;0
NKAPP1;39
AC073089.1;3
CNIH3-AS2;10
MTCO3P8;0
IATPR;0
AL022334.1;0
UICLM;2
AP000688.2;3
LINC00841;0
LINC01719;56
AC008063.1;1
LINC01648;0
PRKAR1AP1;1
TARDBPP1;0
AC121342.1;0
LINC01046;0
AL162430.1;53
AL592182.1;0
AP000534.1;0
FANK1-AS1;0
LINC01222;0
AL359962.1;2
OR5H15;0
AL133419.1;0
RPS25P3;0
AC004946.1;0
IFITM3P7;6
AC002069.2;5
LINC01783;1
AC005482.1;0
BX664718.1;0
KRT18P67;3
EIF3FP3;192
AL009181.1;2
PPIAP65;3
HOTAIRM1;5
AC239798.1;0
LINC02596;0
MTIF2P1;1
AC006144.1;1
AGGF1P2;2
BTBD18;9
AC118758.1;0
HMGA1P6;0
CYP2AB1P;1
PPP6R2P1;0
AC013262.1;0
RPL17P11;0
PDK1P2;0
AC103563.6;0
PMS2P9;0
MTATP6P14;0
AL513128.1;0
STXBP5-AS1;32
AC069285.3;0
AL035414.1;1
LINC01077;0
AL353705.2;1
AC125238.2;0
RPL35AP31;0
AL445524.1;194
NANOGP11;0
U40455.1;3
ST6GALNAC4P1;10
AL360175.1;0
KRT18P62;1
AL390866.1;0
RAD1P2;0
EEF1A1P6;382
PPIAP38;0
AL031280.1;2
AC017074.2;0
LINC01683;0
AC093579.1;1
AC008105.2;275
AL450471.1;0
FHAD1-AS1;30
RPSAP69;9
PAXBP1P1;0
AC008163.1;0
AL133325.2;0
TMEM238;822
AC009963.2;0
SYNJ2-IT1;2
HNRNPA1P60;1
OR5B1P;0
AC104794.2;0
HNRNPLP1;4
AL021395.1;0
ZNF197-AS1;6
Z98742.2;1
AL356653.1;19
LINC01518;3
AL445644.1;0
AC005162.1;0
RPL7P35;0
AL590490.1;0
LINC01638;15
FAM224A;1
PHBP5;0
RANP8;2
RFC5P1;3
ZNF529-AS1;343
LINC00430;0
HCG21;0
DEFA10P;0
LINC00460;5
MKNK2P1;0
AL035604.1;0
AC003035.2;38
AP000943.1;0
TEDDM2P;0
AC017104.2;1
AC011294.1;0
DNM3-IT1;0
RPL31P47;0
AL391845.2;6
CHTF8P1;2
EIF3KP2;0
CYCSP33;0
PRYP5;0
AL158212.2;92
CYCSP44;0
CYCSP35;0
MTCYBP8;0
LSM1P1;0
AC108462.1;0
B4GALT1-AS1;179
AL591438.1;0
NFU1P2;0
AL050331.1;58
LINC00513;18
KRT8P39;73
RPS3AP8;0
OR52E7P;0
AC007690.1;1
AL161630.1;0
LINC00690;0
AL592043.1;1
AL020994.3;0
AL358934.1;0
HTR3C2P;0
AL022332.1;0
EIF4EP1;1
KRT8P15;1
AC069155.1;0
AL356273.1;0
AC231533.2;19
AC246785.2;0
LINC01884;0
CYP51A1P2;5
AL138789.1;37
LINC02640;0
LINC02609;37
BTF3P5;4
MTND2P29;1
AC133435.1;21
NCOR1P3;0
ERI3-IT1;1
JTBP1;0
LINC01851;0
OR6C66P;0
LINC01392;0
TWIST2;53
RPL10P19;12
LINC00462;0
AC019068.1;0
DCUN1D2-AS;3
DDX11L10;1
HNRNPA1P42;1
AL359636.1;0
AC006328.1;0
USH2A-AS2;0
LINC01137;98
CYP2T1P;82
PGAM1P11;0
AL035045.1;2
AC092814.2;0
C4A-AS1;10
Z82198.3;0
AC093326.1;0
GOT2P5;0
AC015923.1;40
PANTR1;0
KRTAP13-5P;0
GPR158-AS1;3
LINC02625;0
ARHGEF7-IT1;0
AL358876.2;0
OR52T1P;0
NENFP1;0
AC010095.1;0
AL590399.5;0
CICP1;0
CICP7;0
AC108047.1;46
IGHD4-4;0
AL445430.1;0
NDUFA5P4;0
SPIN4-AS1;56
CALM2P4;2
AL161722.1;0
NDUFS5P3;2
AC060234.2;12
AL353662.1;8
PIRT;0
CENPNP1;0
RNASEH2B-AS1;15
ANAPC1P1;1
AL451062.1;2
FDPSP6;0
DDX39BP1;0
HNRNPA1P27;0
CEACAMP1;0
AL356417.2;9
AC004965.1;0
LINC01865;0
OR6L1P;0
PIEZO1P1;0
BX842559.2;0
AC104688.1;0
EBAG9P1;2
AL354714.4;1
PBX1-AS1;0
LINC02579;0
GAS6-AS1;7318
TTTY18;0
PRR23C;0
RPL37P13;0
AC027673.1;0
SLC26A4-AS1;0
AL353689.2;308
RPL22P11;5
AL512353.2;0
MTND4P28;0
AL049564.1;0
EIF4EBP2P1;0
AL135929.1;0
AL161447.1;0
AC012506.3;0
MTFR2P1;1
RPS29P29;0
MYCNOS;110
GOT2P3;3
AC245517.3;0
AL356309.2;0
LINC01122;28
AL513321.1;2
NRAD1;840
AL162389.1;0
AL929472.3;146
NCKAP5-AS1;1
LINC01765;0
IGHV3OR16-10;0
H2AZP6;0
AL359918.2;0
AP003072.1;0
AL031587.2;71
CICP2;0
RPL27P7;0
LINC00656;0
RPL36AP13;3
CICP27;1
RRAS2P2;0
RPL21P36;0
AP001628.2;1
AL050344.1;1
DSCAM-IT1;0
AC092835.1;22
AC004947.1;0
RPS15P4;554
MTCO1P20;0
CDRT15P12;13
CAVIN2-AS1;4
PSMA6P3;0
CICP5;4
MED14P1;0
AL109945.1;0
LINC01251;0
AC104339.1;9
HNRNPA1P30;1
ZNF90P3;0
AP001442.1;1
AC131011.1;3
CDC27P1;0
AC010374.1;0
LINC01136;6
PUDPP2;6
UFL1-AS1;3
AC139887.1;41
TRIM49D2;0
TSPY4;0
AL365496.1;0
LINC01237;3
AMZ2P3;0
MOB1AP2;0
H3P32;1
IFNA13;0
AL162727.1;11
AP000695.2;17
LCEP1;0
AL589843.2;7
ENOX1-AS1;0
H2BC15;112
AL356311.1;4
AC003985.1;0
AL391839.2;35
CCNQP1;0
MIR4280HG;1
RPL26P15;0
EIF4HP1;62
AL590623.1;0
ETF1P3;2
AC005083.1;352
AL132875.2;0
AC139769.1;308
EIF3LP2;11
DPH3P1;12
AL357055.1;4
PCDH9-AS4;0
AC079248.1;0
CYCSP48;0
AC093732.1;3
SELENOTP1;7
ERCC8-AS1;14
AL513188.1;1
AC022201.2;162
AC103563.7;6
LATS2-AS1;0
AC005304.1;0
POU6F2-AS2;2
LINC02599;1
ADH5P4;14
SHROOM3-AS1;290
MGAT2P1;0
AC016907.2;1
AC145543.1;0
SLC9B1P3;0
LLPHP3;3
RPSAP27;0
AC007881.1;0
DLG5-AS1;64
TOR1BP1;0
RPL7P44;4
MFN1P1;1
AL592078.1;11
GAPDHP68;1
AL606517.1;1
NFYCP1;0
LINC01680;0
AL772337.2;0
YEATS2-AS1;422
AL354685.1;0
MTCO2P17;0
AC007179.2;0
PAIP1P1;2
EZR-AS1;353
AC105271.1;0
PDYN-AS1;0
RPL17P35;0
LINC01503;5008
AL645933.1;19
LONRF2P2;0
AL445623.1;0
LINC01761;0
AL359711.1;0
UBE2V1P4;0
GTF2F2P2;0
AC026202.2;2
RPL10P9;229
UBE2Q2P10;0
ZDHHC20P1;0
POTEB;0
AC128676.1;0
AC009743.1;0
AL162595.2;0
RPS15AP40;6
LINC01694;11
RPSAP13;0
AL591368.1;13
RPS28;18473
AL591501.1;4
MT1XP1;2
KRTAP5-AS1;63
CTXN2;68
AL135924.1;0
RPL21P38;0
AL390778.2;0
CTC-338M12.4;185
RPL27AP4;0
RPL12P45;0
AL356859.1;0
AC004012.1;0
AC114973.1;0
LINC00265-3P;0
LINC02650;0
RPS29P4;0
ASS1P3;102
RCC2P3;0
FTLP15;1
AC009970.1;0
UQCRHL;1242
AHCYP3;0
BTF3P6;2
AC079763.1;0
AC064862.2;0
ATP8A2P3;0
UBE2SP1;14
AL359715.1;26
AL157895.1;2
AC004946.2;0
AC092159.2;4
RPS20P10;3
LINC01360;1
AC138951.1;9
LINC02574;0
AC099681.3;0
LINC02590;0
RPL22P21;3
FDPSP2;3
AL022396.1;0
AL365220.1;0
RPSAP14;2
LINC01681;2
AC106706.1;0
AL353754.1;1
DTD1-AS1;0
GDI2P2;7
AP000547.1;0
KDM3AP1;1
LINC01425;0
SETP5;3
IGKV3OR2-268;0
AC000111.1;0
MTATP6P27;1
AC092017.1;13
GAPDHP22;4
DDX39B-AS1;5
PPP1R2P2;0
RPL5P34;405
LINC02530;1
GNG10P1;0
AC022018.1;8
AL591212.1;0
CHIAP3;0
AL596451.1;0
AC008278.2;2
RBPMS2P1;0
AL157834.2;8
EIF2AK3-DT;175
TMEM97P1;0
RPS3AP44;20
RAC1P8;0
AP000959.1;0
TXNP6;8
NDUFA5P7;0
RPL10P12;11
AL512326.5;0
AL591438.2;0
NUDT9P1;7
AC108059.2;0
FAM96AP1;0
Z95624.1;1
LINC01673;1
AL158151.2;153
LINC00463;0
CASKP1;0
EDDM3CP;0
AC007969.1;1
AL390879.1;52
PRAMEF29P;0
MTND4P26;4
TAS2R62P;0
RPL5P10;0
PAGE2;9
GAPDHP53;0
SPATA17-AS1;10
AC010099.2;0
AC074117.1;511
AC011816.1;0
RPL35AP;0
TPRG1-AS1;54
AL596275.1;45
ELOCP10;0
AJ006995.1;0
AL049552.1;4
AC064862.3;0
AL356299.1;0
RPS15AP7;0
AC099654.1;0
AL157392.2;1
RPS15AP11;35
MTND4P11;0
KRT19P4;0
AL133465.1;0
AC009468.2;0
SRP14P2;12
TPT1P1;3
AL596276.2;1
RPL7P36;1
TSPY25P;0
LINC02433;0
AC099066.3;0
AL138878.2;68
AL606534.3;0
AL445224.1;1
RPL13AP6;39
METAP2P1;0
AF228730.2;0
GPM6BP3;0
TRBV22OR9-2;0
RHBDF1P1;0
CSN1S2AP;0
EEF1GP8;1
TRIM26;2123
AC073529.1;33
AP2B1P1;5
ELOCP8;0
AL358473.2;0
AL158835.2;2
RPL23AP83;4
AC055764.1;41
AL035420.1;7
AC006042.3;1
LINC01675;2
UGT1A13P;0
COX6CP13;1
NAP1L4P3;9
AKAP8P1;0
AL035446.1;6
LINC01961;0
AC018511.2;42
ELOBP1;5
LINC02535;7
AL359636.2;77
RPEP2;1
RBPMSLP;0
AL513165.1;74
PABPC5-AS1;0
AC009505.1;0
MTND4LP11;0
ARHGEF19-AS1;126
ELOBP4;0
LINC01039;0
LINC01868;0
LINC02645;0
RNASEH1-AS1;274
AC093639.1;0
AL353784.1;0
AC016683.1;2
AL355355.2;13
HSPA8P1;20
LINC01114;0
DEFA11P;0
MTCYBP1;0
AL353795.2;8
AL731533.1;0
LINC01952;1
LINC01781;0
AC068533.3;4
C16orf82;2
AIMP1P1;0
AC099799.1;0
AC241644.2;0
LINC01283;0
RPS26P38;6
ACSL3-AS1;0
ETV5-AS1;1
LINC01191;5
AC243591.1;0
BMI1P1;0
H3P3;0
AC004771.1;140
PIGPP2;0
AL121957.1;0
LINC01830;0
AC005529.1;0
AC006372.3;0
AL451067.1;45
FHP1;1
CT66;13
RBPJP7;0
CDCA4P4;0
LIX1L-AS1;786
AC003988.1;0
TMEM229A;1
AC244394.3;0
NDUFS5P2;0
RPL7L1P1;0
NCLP2;0
ZFX-AS1;4
ANAPC1P4;0
AC243772.3;0
KCNH1-IT1;1
MTCO2P8;0
BOK-AS1;87
AC022498.1;0
CFL1P8;0
AL109618.1;6
AL512641.1;0
DNAJB6P6;0
RPL7P13;15
AC012370.2;0
PTCD2P2;0
SOD2P1;0
AC008550.1;1
AL138720.1;2
AL356867.1;0
MAP3K5-AS1;3
DEPDC1-AS1;3
LINC01723;0
TULP3P1;3
AP000936.3;45
AL365396.1;0
RPL36P20;0
Z98752.2;1
RPL30P2;0
AC073071.1;0
COX7BP2;1
AC017053.1;0
SDR42E1P3;0
LINC01641;1
PRR20E;0
LINC01937;0
LANCL1-AS1;1
AL109809.2;0
LINC01731;1
ZNF879;62
GAPDHP49;0
AC006026.3;51
AC099560.2;132
OR1AA1P;0
H2BS1;3
AC116366.1;28
AC123595.1;3
BACH1-IT3;2
AL390961.1;0
PSIP1P1;3
LINC00229;0
CLYBL-AS1;0
SGO1P2;0
AL583859.1;0
LINC01878;0
SLC25A18P1;0
AL451069.3;5
SAPCD2P4;0
OSTCP5;1
AC099794.1;1
RPS12P2;2
ST13P18;5
LINC01505;21
RPL9P2;1
MRPS10P2;0
ZNF232-AS1;57
AL604028.2;6
BCAS2P2;3
CYCSP53;0
RPS4XP11;36
JAZF1-AS1;51
AC026462.1;23
AC073349.2;12
AP000705.2;0
ELF2P1;1
GLUD1P9;0
AC007405.1;7
AC009264.1;0
AP000346.2;4
RPS26P47;167
FTH1P27;0
AC009945.1;3
AC003080.1;0
ELK1P1;0
AL135790.2;0
AL391863.2;0
LINC01914;1
PPIAP27;0
PFN1P3;2
TATDN1P1;35
RPSAP31;5
SNX18P7;1
UBTFL2;0
OBI1-AS1;267
AC098828.1;0
HMGB1P48;0
LINC01426;42
MED15P7;0
AL513174.1;3
CTBP2P8;2
LINC01049;0
RCC2P1;0
OR7E162P;0
AC073188.5;0
TXNP3;0
AC007278.1;0
USP27X-AS1;33
AL606490.6;0
AL592546.2;0
AL353608.3;0
AL590822.1;4
PPIAP34;2
AC134915.1;0
RBMY2XP;0
ELK2BP;0
SPRYD7P1;0
Z69733.1;11
AC004129.2;0
CCDC188;13
MPV17L2P1;0
RBMY1A1;0
RPL5P7;0
AC015983.2;1
CICP13;0
ZNF37BP;337
SLC25A5P4;0
UBE2WP1;0
LINC01250;0
AL353743.4;5
AL138930.1;1
AL139042.1;0
AL022724.2;24
AC023051.1;1
ANKRD11P1;0
AC007283.1;0
AC092171.3;58
LINC01432;0
AC245884.2;0
KBTBD13;0
